aspect,description,sentiment,Sentiment
issue,rampant,0.0,Neutral
game,full,0.35,Positive
game,possible,0.0,Neutral
call,sure,0.5,Positive
map,horrible,-1.0,Negative
people,high,0.16,Positive
story,really funny,0.25,Positive
game,fun,0.3,Positive
silence,dead,-0.2,Negative
child,unspeakable,0.0,Neutral
play,fun,0.3,Positive
level,way slow,-0.30000000000000004,Negative
fight,pretty good,0.475,Positive
buck,hard,-0.2916666666666667,Negative
gun,enough,0.0,Neutral
gun,enough strong,0.21666666666666665,Positive
game,other,-0.125,Negative
game,good,0.7,Positive
steam,single,-0.07142857142857142,Negative
campaign,good,0.7,Positive
multiplayer,terrible,-1.0,Negative
update,late,-0.3,Negative
campaign,same,0.0,Neutral
game,quite ready,0.2,Positive
developer,pathetic,-1.0,Negative
game,polished,0.0,Neutral
game,full,0.35,Positive
game,randomly,-0.5,Negative
load,simple,0.0,Neutral
game,worth,0.3,Positive
game,disconnected,0.0,Neutral
call,modern,0.2,Positive
time,many,0.5,Positive
game,early,0.1,Positive
weapon,horrible,-1.0,Negative
campaign,only,0.0,Neutral
crash,more,0.5,Positive
game,great,0.8,Positive
multiplayer,great,0.8,Positive
cat,wooden,0.0,Neutral
launch,double,0.0,Neutral
player,more,0.5,Positive
play,revolutionary,0.0,Neutral
game,great,0.8,Positive
game,really sad,-0.5,Negative
game,old,0.1,Positive
game,more,0.5,Positive
assist,only acceptable,0.0,Neutral
game,bad,-0.6999999999999998,Negative
registration,bad,-0.6999999999999998,Negative
system,same,0.0,Neutral
equipment,mentally challenge,-0.1,Negative
game,too many,0.5,Positive
game,pixel,0.0,Neutral
game,altf4,0.0,Neutral
campaign,amazing,0.6000000000000001,Positive
game,very happy,1.0,Positive
game,big,0.0,Neutral
game,least,-0.3,Negative
thing,bad,-0.6999999999999998,Negative
bot,big,0.0,Neutral
ass,hot,0.25,Positive
game,technical,0.0,Neutral
system,so stupid,-0.7999999999999999,Negative
crash,prone,0.0,Neutral
complaint,good,0.7,Positive
campaign,awesome,1.0,Positive
multiplayer,iffy,0.0,Neutral
game,pretty good,0.475,Positive
campaign,old,0.1,Positive
map,really solid,0.0,Neutral
game,pretty terrible,-0.375,Negative
reload,complete,0.1,Positive
animation,finish,0.0,Neutral
action,entirely different,0.0,Neutral
overlap,entirely impossible,-0.6666666666666666,Negative
amount,shocking,-1.0,Negative
mode,dumb,-0.375,Negative
half,just straight stupid,-0.29999999999999993,Negative
person,3rd,0.0,Neutral
war,fun,0.3,Positive
people,full,0.35,Positive
game,very fun,0.39,Positive
pos,out,0.0,Neutral
game,bad,-0.6999999999999998,Negative
fuck,aware,0.25,Positive
corporation,new,0.13636363636363635,Positive
bot,useless,-0.5,Negative
ban,overturn,0.0,Neutral
thing,same,0.0,Neutral
theft,big,0.0,Neutral
game,second,0.0,Neutral
game,sexy,0.5,Positive
crash,many,0.5,Positive
weapon,break,0.0,Neutral
experience,free,0.4,Positive
lot,random,-0.5,Negative
party,terrible,-1.0,Negative
game,triple,0.0,Neutral
system,many,0.5,Positive
war,new,0.13636363636363635,Positive
cod,still solid,0.0,Neutral
game,soft,0.1,Positive
look,right,0.2857142857142857,Positive
game,fun,0.3,Positive
menu,mw2,0.0,Neutral
step,more fun,0.4,Positive
bandit,bad,-0.6999999999999998,Negative
man,good,0.7,Positive
game,bad,-0.6999999999999998,Negative
game,other,-0.125,Negative
time,many,0.5,Positive
issue,pertain,0.0,Neutral
people,most,0.5,Positive
ada,current,0.0,Neutral
gun,fast,0.2,Positive
game,dependent,0.0,Neutral
game,super,0.3333333333333333,Positive
money,disable,0.0,Neutral
community,multicultural,0.0,Neutral
game,other,-0.125,Negative
interface,break,0.0,Neutral
patch,perfect,1.0,Positive
franchise,more,0.5,Positive
game,unfinished,0.0,Neutral
experience,first,0.25,Positive
pc,rex,0.0,Neutral
spam,atrocious,-0.7,Negative
cod,annual,0.0,Neutral
dog,clunky,0.0,Neutral
game,unbelievably bad,-0.6999999999999998,Negative
game,surprised,0.1,Positive
game,more,0.5,Positive
experience,miserable,-1.0,Negative
game,very fun,0.39,Positive
pixel,small,-0.25,Negative
beer,favourite,0.0,Neutral
people,other,-0.125,Negative
fuck,modern,0.2,Positive
man,ready,0.2,Positive
game,good,0.7,Positive
multiplayer,very basic,0.0,Neutral
mode,exciting,0.3,Positive
mode,sad,-0.5,Negative
cod,own,0.6,Positive
mode,safe,0.5,Positive
cod,old,0.1,Positive
game,mobile,0.0,Neutral
review,negative,-0.3,Negative
game,wrong,-0.5,Negative
game,good,0.7,Positive
game,second,0.0,Neutral
vida,hot,0.25,Positive
campaign,least,-0.3,Negative
person,old,0.1,Positive
gun,much,0.2,Positive
game,horrible,-1.0,Negative
game,available,0.4,Positive
game,bad,-0.6999999999999998,Negative
game,triple,0.0,Neutral
cod,bad,-0.6999999999999998,Negative
matchmaking,overall,0.0,Neutral
game,full,0.35,Positive
matchmaking,other,-0.125,Negative
weapon,completely disorganized,0.1,Positive
m16,lock,0.0,Neutral
m4,single,-0.07142857142857142,Negative
map,more balanced,0.5,Positive
map,different,0.0,Neutral
amount,unbelievable,-0.25,Negative
count,just high,0.16,Positive
death,least,-0.3,Negative
map,so many,0.5,Positive
step,loud,0.1,Positive
none,exciting,0.3,Positive
weapon,also lame,-0.5,Negative
name,simplistic,-0.5,Negative
amount,same,0.0,Neutral
assist,right,0.2857142857142857,Positive
mode,just riddle,0.0,Neutral
sniper,next,0.0,Neutral
assist,little,-0.1875,Negative
operator,cool,0.35,Positive
fuck,different,0.0,Neutral
campaign,worth,0.3,Positive
chat,emotional,0.0,Neutral
gunplay,really good,0.7,Positive
game,graphic,0.0,Neutral
cod,bad,-0.6999999999999998,Negative
ass,so horrid,0.0,Neutral
buffalo,poor,-0.4,Negative
password,terrible,-1.0,Negative
website,terrible,-1.0,Negative
gun,much bad,-0.6999999999999998,Negative
match,last,0.0,Neutral
people,real,0.2,Positive
hardcore,lazy,-0.25,Negative
issue,many,0.5,Positive
punch,almost non,0.0,Neutral
filter,hot,0.25,Positive
base,horrible,-1.0,Negative
reputation,bad,-0.6999999999999998,Negative
people,as bad,-0.6999999999999998,Negative
game,bad,-0.6999999999999998,Negative
cod,new,0.13636363636363635,Positive
game,very rudimentary,0.2,Positive
play,most,0.5,Positive
system,bad,-0.6999999999999998,Negative
game,few,-0.2,Negative
expectation,low,0.0,Neutral
game,revolutionary,0.0,Neutral
game,same,0.0,Neutral
developer,cool,0.35,Positive
game,other,-0.125,Negative
game,worth,0.3,Positive
game,too bad,-0.6999999999999998,Negative
game,fairly clean,0.3666666666666667,Positive
people,useful,0.3,Positive
franchise,decent,0.16666666666666666,Positive
play,decent,0.16666666666666666,Positive
map,most unrealistic,0.0,Neutral
thing,only,0.0,Neutral
crash,cut,0.0,Neutral
game,live,0.13636363636363635,Positive
game,overkill,0.0,Neutral
call,amazing,0.6000000000000001,Positive
game,many,0.5,Positive
game,cool,0.35,Positive
dad,well,0.0,Neutral
crash,too few,-0.2,Negative
campaign,good,0.7,Positive
assist,disable,0.0,Neutral
campaign,huge,0.4000000000000001,Positive
point,low,0.0,Neutral
slide,sad,-0.5,Negative
dollar,absolutely ridiculous,-0.3333333333333333,Negative
logic,same,0.0,Neutral
system,perk,0.0,Neutral
system,blah,0.0,Neutral
footstep,downright idiotic,-0.6666666666666666,Negative
suppressor,very boring,-1.0,Negative
game,more mindless,0.15,Positive
team,terribly balanced,-1.0,Negative
people,worth,0.3,Positive
vanguard,sad,-0.5,Negative
problem,tweak,0.0,Neutral
performance,playable,0.0,Neutral
chair,many,0.5,Positive
player,single,-0.07142857142857142,Negative
series,bad,-0.6999999999999998,Negative
team,small,-0.25,Negative
number,queue,0.0,Neutral
crash,bad,-0.6999999999999998,Negative
crash,constant,0.0,Neutral
campaign,mw2,0.0,Neutral
game,perfect,1.0,Positive
crashing,good,0.7,Positive
player,little,-0.1875,Negative
game,really good,0.7,Positive
experience,absolute,0.2,Positive
time,outrageous,-1.0,Negative
multiplayer,great,0.8,Positive
shade,pointless,-0.25,Negative
crash,bad,-0.6999999999999998,Negative
game,other,-0.125,Negative
game,extra,0.0,Neutral
op,last,0.0,Neutral
player,most hard,0.10416666666666666,Positive
call,modern,0.2,Positive
plot,well mediocre,-0.5,Negative
crash,frequent,0.1,Positive
dollar,first,0.25,Positive
series,ugly,-0.7,Negative
year,fucking,-0.6,Negative
bug,retail,0.0,Neutral
game,just boring,-1.0,Negative
zone,hard,-0.2916666666666667,Negative
game,old,0.1,Positive
industry,graphic,0.0,Neutral
game,nigger,0.0,Neutral
menu,impressed,1.0,Positive
game,boring,-1.0,Negative
game,nice,0.6,Positive
mode,confusing,-0.3,Negative
game,whole,0.2,Positive
scene,whole,0.2,Positive
console,very clear,0.13000000000000003,Positive
kill,instant,0.0,Neutral
controller,current,0.0,Neutral
animation,top,0.5,Positive
game,cool,0.35,Positive
game,just downright stressful,0.0,Neutral
ward,tactical,0.0,Neutral
game,same,0.0,Neutral
game,lower,0.0,Neutral
game,single,-0.07142857142857142,Negative
fire,past,-0.25,Negative
core,lose,0.0,Neutral
campaign,bad,-0.6999999999999998,Negative
campaign,original,0.375,Positive
people,same,0.0,Neutral
campaign,classic,0.16666666666666666,Positive
game,various,0.0,Neutral
game,fun,0.3,Positive
game,terrible,-1.0,Negative
system,completely unfulfilling,0.1,Positive
game,terrible,-1.0,Negative
system,red,0.0,Neutral
map,general,0.05000000000000002,Positive
crash,so many,0.5,Positive
ghost,sexy,0.5,Positive
camping,just overall,0.0,Neutral
kid,old,0.1,Positive
people,multiple,0.0,Neutral
game,fun,0.3,Positive
mission,previous,-0.16666666666666666,Negative
issue,very just short,0.1,Positive
gun,good,0.7,Positive
soldier,big,0.0,Neutral
system,huge,0.4000000000000001,Positive
weapon,powerful,0.3,Positive
gun,reactionary,0.0,Neutral
people,good,0.7,Positive
accuracy,mid,0.0,Neutral
logic,few,-0.2,Negative
war,scrapyard,0.0,Neutral
classic,same,0.0,Neutral
map,few,-0.2,Negative
enemy,really stupid,-0.7999999999999999,Negative
team,other,-0.125,Negative
speed,ably unforgiving,0.5,Positive
game,primarily base,-0.8,Negative
deus,recent,0.0,Neutral
thinking,national,0.0,Neutral
player,respectful,0.5,Positive
play,fun,0.3,Positive
feature,negative,-0.3,Negative
assist,really fun,0.3,Positive
target,fucking,-0.6,Negative
game,good,0.7,Positive
patrol,live,0.13636363636363635,Positive
game,fun,0.3,Positive
developer,subpar,0.0,Neutral
gun,bad,-0.6999999999999998,Negative
ghost,sexy,0.5,Positive
tier,top,0.5,Positive
game,bad,-0.6999999999999998,Negative
guy,same,0.0,Neutral
ghost,original,0.375,Positive
feeling,top,0.5,Positive
game,unable,-0.5,Negative
multiplayer,completely unbalanced,0.1,Positive
movement,sluggish,0.0,Neutral
game,subpar,0.0,Neutral
vision,decent,0.16666666666666666,Positive
company,somehow bad,-0.6999999999999998,Negative
game,same,0.0,Neutral
game,less,-0.16666666666666666,Negative
one,just fun,0.3,Positive
game,pretty good,0.475,Positive
story,good,0.7,Positive
map,other,-0.125,Negative
scoping,really difficult,-0.5,Negative
game,so boring,-1.0,Negative
thing,only,0.0,Neutral
game,full,0.35,Positive
option,nonexistent,0.0,Neutral
gamer,modern,0.2,Positive
break,mw2,0.0,Neutral
reasoning,official,0.0,Neutral
game,incoherent,-0.20000000000000004,Negative
toggle,accessible,0.375,Positive
game,ryan,0.0,Neutral
crash,real,0.2,Positive
mode,bad,-0.6999999999999998,Negative
game,last,0.0,Neutral
configure,entire,0.0,Neutral
game,literally impossible,-0.6666666666666666,Negative
chat,as toxic,0.0,Neutral
game,crash,0.0,Neutral
game,other,-0.125,Negative
game,complete,0.1,Positive
crash,really bad,-0.6999999999999998,Negative
game,huge,0.4000000000000001,Positive
pc,as bad,-0.6999999999999998,Negative
game,good,0.7,Positive
game,more engaging,0.45,Positive
experience,giggle,0.0,Neutral
sauce,so good,0.7,Positive
name,white,0.0,Neutral
operation,small,-0.25,Negative
family,financial,0.0,Neutral
wife,criminal,-0.4,Negative
campaign,able,0.5,Positive
game,ready,0.2,Positive
game,good,0.7,Positive
game,few,-0.2,Negative
campaign,fucking,-0.6,Negative
friend,first,0.25,Positive
game,wise,0.7,Positive
campaign,solid,0.0,Neutral
game,great,0.8,Positive
attachment,overall,0.0,Neutral
game,worth,0.3,Positive
multiplayer,next,0.0,Neutral
mode,safe,0.5,Positive
file,many,0.5,Positive
support,least,-0.3,Negative
people,similar,0.0,Neutral
steam,needless,-0.5,Negative
campaign,fairly fun,0.3,Positive
matchmaking,good,0.7,Positive
map,such,0.0,Neutral
issue,actual,0.0,Neutral
lane,last,0.0,Neutral
system,complete,0.1,Positive
work,perk,0.0,Neutral
system,useful,0.3,Positive
audio,hard,-0.2916666666666667,Negative
silence,active,-0.13333333333333333,Negative
map,other,-0.125,Negative
up,fun,0.3,Positive
lot,great,0.8,Positive
game,good,0.7,Positive
cod,casual,-0.5000000000000001,Negative
game,next,0.0,Neutral
hair,slight,-0.16666666666666666,Negative
game,enjoyable,0.5,Positive
ping,slightly high,0.16,Positive
team,objective,0.0,Neutral
game,enjoyable,0.5,Positive
game,trash,0.0,Neutral
fun,bad,-0.6999999999999998,Negative
game,more,0.5,Positive
player,disabled,-0.2,Negative
system,250ms,0.0,Neutral
abuse,more more,0.5,Positive
campaign,main,0.16666666666666666,Positive
crash,at least,-0.3,Negative
campaign,crazy,-0.6,Negative
map,3rd,0.0,Neutral
movement,disable,0.0,Neutral
balance,atrocious,-0.7,Negative
game,beautiful,0.85,Positive
game,current,0.0,Neutral
system,bad,-0.6999999999999998,Negative
experience,frustrating,-0.4,Negative
industry,free,0.4,Positive
game,stale,-0.5,Negative
pool,dull,-0.2916666666666667,Negative
game,more,0.5,Positive
water,different,0.0,Neutral
time,old,0.1,Positive
play,pretty good,0.475,Positive
warfare,same,0.0,Neutral
reason,same,0.0,Neutral
title,new,0.13636363636363635,Positive
game,least,-0.3,Negative
game,maybe worth,0.3,Positive
state,complete,0.1,Positive
game,bad,-0.6999999999999998,Negative
people,enough,0.0,Neutral
game,technical,0.0,Neutral
statement,false,-0.4000000000000001,Negative
game,normal,0.15,Positive
multiplayer,personal,0.0,Neutral
match,casual,-0.5000000000000001,Negative
player,dedicated,0.0,Neutral
streak,consistent,0.25,Positive
weapon,poor,-0.4,Negative
mode,private,0.0,Neutral
dive,only useful,0.15,Positive
icon,same,0.0,Neutral
nav,active,-0.13333333333333333,Negative
game,constant,0.0,Neutral
sale,worth,0.3,Positive
campaign,pretty great,0.525,Positive
work,achievable,0.0,Neutral
challenge,slightly different,0.0,Neutral
game,much,0.2,Positive
animation,nice,0.6,Positive
play,way too fast,0.2,Positive
game,worth,0.3,Positive
game,general,0.05000000000000002,Positive
game,stable,0.0,Neutral
multiplayer,right,0.2857142857142857,Positive
thing,cool,0.35,Positive
pop,metric,0.0,Neutral
game,just awful,-1.0,Negative
producer,worth,0.3,Positive
game,much,0.2,Positive
game,few,-0.2,Negative
gun,positive,0.22727272727272727,Positive
game,available,0.4,Positive
base,full,0.35,Positive
base,competitive,0.0,Neutral
system,other,-0.125,Negative
play,as much,0.2,Positive
problem,acceptable,0.0,Neutral
map,bad,-0.6999999999999998,Negative
gun,new,0.13636363636363635,Positive
plot,super,0.3333333333333333,Positive
price,original,0.375,Positive
multiplayer,bad,-0.6999999999999998,Negative
hardcore,unrealistic,-0.5,Negative
people,realistic,0.16666666666666666,Positive
gunsmith,nice,0.6,Positive
warfare,teenage,0.0,Neutral
game,favourite,0.0,Neutral
sprinting,slow,-0.30000000000000004,Negative
map,hard,-0.2916666666666667,Negative
system,very active,-0.17333333333333334,Negative
connect,other,-0.125,Negative
microphone,annoyingly loud,0.1,Positive
game,miss,0.0,Neutral
game,good,0.7,Positive
community,bad,-0.6999999999999998,Negative
load,same,0.0,Neutral
people,even rival,0.0,Neutral
balance,fucking,-0.6,Negative
people,mount,0.0,Neutral
game,very bad,-0.9099999999999998,Negative
game,awesome,1.0,Positive
spawn,even bad,-0.6999999999999998,Negative
regeneration,horribly slow,-0.30000000000000004,Negative
game,meta,0.0,Neutral
campaign,great,0.8,Positive
mechanic,absolute,0.2,Positive
problem,clean,0.3666666666666667,Positive
dotty,shoot,0.0,Neutral
dice,unfinished,0.0,Neutral
battlefield,dead,-0.2,Negative
use,classic,0.16666666666666666,Positive
mode,more,0.5,Positive
thing,much,0.2,Positive
game,more,0.5,Positive
game,fun,0.3,Positive
minute,collective,0.0,Neutral
play,enjoyable,0.5,Positive
gun,initial,0.0,Neutral
game,absolute,0.2,Positive
faggot,worth,0.3,Positive
campaign,great,0.8,Positive
ricochet,cheat,0.0,Neutral
issue,least,-0.3,Negative
campaign,great,0.8,Positive
friend,too low,0.0,Neutral
work,empty,-0.1,Negative
series,fresh,0.3,Positive
attachment,straight,0.2,Positive
crash,mw2,0.0,Neutral
mode,available,0.4,Positive
spawn,awful,-1.0,Negative
marker,inconsistent,0.0,Neutral
mission,new,0.13636363636363635,Positive
sub,absurdly fast,0.2,Positive
fuck,fucking,-0.6,Negative
buck,pretty good,0.475,Positive
game,so many,0.5,Positive
map,pull,0.0,Neutral
eye,as fun,0.3,Positive
game,more,0.5,Positive
game,enjoyable,0.5,Positive
freeze,buggy,0.0,Neutral
people,previous,-0.16666666666666666,Negative
play,amazing,0.6000000000000001,Positive
glitch,all many,0.5,Positive
campaign,intricate,0.0,Neutral
people,happy,0.8,Positive
people,previous,-0.16666666666666666,Negative
system,old,0.1,Positive
map,more,0.5,Positive
company,pathetic,-1.0,Negative
design,great,0.8,Positive
rifle,fully automatic,0.0,Neutral
player,negate,0.0,Neutral
game,average,-0.15,Negative
game,enough,0.0,Neutral
code,negative,-0.3,Negative
gun,mw2,0.0,Neutral
screen,run,0.0,Neutral
game,good,0.7,Positive
character,cool,0.35,Positive
campaign,cool,0.35,Positive
multiplayer,hardly worth,0.3,Positive
cement,equivalent,0.0,Neutral
gam,same,0.0,Neutral
jump,favourite,0.0,Neutral
map,great,0.8,Positive
weapon,way less repetitive,-0.20833333333333331,Negative
map,too small,-0.25,Negative
majority,eastern,0.0,Neutral
gun,good,0.7,Positive
multiplayer,scoop,0.0,Neutral
system,red,0.0,Neutral
levelling,slow,-0.30000000000000004,Negative
map,blind,-0.5,Negative
rank,hmm,0.0,Neutral
sniper,dreadful,-1.0,Negative
rush,impossible,-0.6666666666666666,Negative
attachment,other,-0.125,Negative
server,wildly inconsistent,0.1,Positive
game,only,0.0,Neutral
game,negative,-0.3,Negative
round,hardcore,0.0,Neutral
pc,multiple,0.0,Neutral
review,single,-0.07142857142857142,Negative
return,subpar,0.0,Neutral
sequel,terrific,0.0,Neutral
gun,properly weighty,0.0,Neutral
entry,cut,0.0,Neutral
call,local,0.0,Neutral
campaign,very intrigued,0.2,Positive
game,great,0.8,Positive
one,even more,0.5,Positive
game,old,0.1,Positive
game,good,0.7,Positive
campaign,most,0.5,Positive
op,pretty fun,0.275,Positive
multiplayer,constant,0.0,Neutral
