aspect,description,sentiment
movement,sluggish,-1.0
game,subpar,0.0
vision,decent,0.16666666666666666
company,somehow bad,-0.6999999999999998
game,same,0.0
game,less,-0.16666666666666666
one,just fun,0.3
game,pretty good,0.475
story,good,0.7
map,other,-0.125
scoping,really difficult,-0.5
game,so boring,-1.0
thing,only,0.0
game,full,0.35
option,nonexistent,-1.0
gamer,modern,0.2
break,mw2,0.0
reasoning,official,0.0
game,incoherent,-0.20000000000000004
toggle,accessible,0.375
game,ryan,0.0
crash,real,0.2
mode,bad,-0.6999999999999998
game,last,0.0
configure,entire,0.0
game,literally impossible,-0.6666666666666666
chat,as toxic,-1.0
game,crash,-1.0
game,other,-0.125
game,complete,0.1
crash,really bad,-0.6999999999999998
game,huge,0.4000000000000001
pc,as bad,-0.6999999999999998
game,good,0.7
game,more engaging,0.45
experience,giggle,0.0
sauce,so good,0.7
name,white,0.0
operation,small,-0.25
family,financial,0.0
wife,criminal,-0.4
campaign,able,0.5
game,ready,0.2
game,good,0.7
game,few,-0.2
campaign,fucking,-0.6
friend,first,0.25
game,wise,0.7
campaign,solid,0.5
game,great,0.8
attachment,overall,0.0
game,worth,0.3
multiplayer,next,0.0
mode,safe,0.5
file,many,0.5
support,least,-0.3
people,similar,0.0
steam,needless,-0.5
campaign,fairly fun,0.3
matchmaking,good,0.7
map,such,0.0
issue,actual,0.0
lane,last,0.0
system,complete,0.1
work,perk,0.0
system,useful,0.3
audio,hard,-0.2916666666666667
silence,active,-0.13333333333333333
map,other,-0.125
up,fun,0.3
lot,great,0.8
game,good,0.7
cod,casual,-0.5000000000000001
game,next,0.0
hair,slight,-0.16666666666666666
game,enjoyable,0.5
ping,slightly high,0.16
team,objective,0.0
game,enjoyable,0.5
game,trash,-1.0
fun,bad,-0.6999999999999998
game,more,0.5
player,disabled,-0.2
system,250ms,0.0
abuse,more more,0.5
campaign,main,0.16666666666666666
crash,at least,-0.3
campaign,crazy,-0.6
map,3rd,0.0
movement,disable,-1.0
balance,atrocious,-0.7
game,beautiful,0.85
game,current,0.0
system,bad,-0.6999999999999998
experience,frustrating,-0.4
industry,free,0.4
game,stale,-0.5
pool,dull,-0.2916666666666667
game,more,0.5
water,different,0.0
time,old,0.1
play,pretty good,0.475
warfare,same,0.0
reason,same,0.0
title,new,0.13636363636363635
game,least,-0.3
game,maybe worth,0.3
state,complete,0.1
game,bad,-0.6999999999999998
people,enough,0.5
game,technical,0.0
statement,false,-0.4000000000000001
game,normal,0.15
multiplayer,personal,0.0
match,casual,-0.5000000000000001
player,dedicated,1.0
streak,consistent,0.25
weapon,poor,-0.4
mode,private,0.0
dive,only useful,0.15
icon,same,0.0
nav,active,-0.13333333333333333
game,constant,0.0
sale,worth,0.3
campaign,pretty great,0.525
work,achievable,1.0
challenge,slightly different,0.0
game,much,0.2
animation,nice,0.6
play,way too fast,0.2
game,worth,0.3
game,general,0.05000000000000002
game,stable,1.0
multiplayer,right,0.2857142857142857
thing,cool,0.35
pop,metric,0.0
game,just awful,-1.0
producer,worth,0.3
game,much,0.2
game,few,-0.2
gun,positive,0.22727272727272727
game,available,0.4
base,full,0.35
base,competitive,1.0
system,other,-0.125
play,as much,0.2
problem,acceptable,0.0
map,bad,-0.6999999999999998
gun,new,0.13636363636363635
plot,super,0.3333333333333333
price,original,0.375
multiplayer,bad,-0.6999999999999998
hardcore,unrealistic,-0.5
people,realistic,0.16666666666666666
gunsmith,nice,0.6
warfare,teenage,0.0
game,favourite,0.0
sprinting,slow,-0.30000000000000004
map,hard,-0.2916666666666667
system,very active,-0.17333333333333334
connect,other,-0.125
microphone,annoyingly loud,0.1
game,miss,-1.0
game,good,0.7
community,bad,-0.6999999999999998
load,same,0.0
people,even rival,-1.0
balance,fucking,-0.6
people,mount,0.0
game,very bad,-0.9099999999999998
game,awesome,1.0
spawn,even bad,-0.6999999999999998
regeneration,horribly slow,-0.30000000000000004
game,meta,0.0
campaign,great,0.8
mechanic,absolute,0.2
problem,clean,0.3666666666666667
dotty,shoot,0.0
dice,unfinished,-1.0
battlefield,dead,-0.2
use,classic,0.16666666666666666
mode,more,0.5
thing,much,0.2
game,more,0.5
game,fun,0.3
minute,collective,0.0
play,enjoyable,0.5
gun,initial,0.0
game,absolute,0.2
faggot,worth,0.3
campaign,great,0.8
ricochet,cheat,-1.0
issue,least,-0.3
campaign,great,0.8
friend,too low,0.0
work,empty,-0.1
series,fresh,0.3
attachment,straight,0.2
crash,mw2,0.0
mode,available,0.4
spawn,awful,-1.0
marker,inconsistent,-1.0
mission,new,0.13636363636363635
sub,absurdly fast,0.2
fuck,fucking,-0.6
buck,pretty good,0.475
game,so many,0.5
map,pull,0.0
eye,as fun,0.3
game,more,0.5
game,enjoyable,0.5
freeze,buggy,-1.0
people,previous,-0.16666666666666666
play,amazing,0.6000000000000001
glitch,all many,0.5
campaign,intricate,1.0
people,happy,0.8
people,previous,-0.16666666666666666
system,old,0.1
map,more,0.5
company,pathetic,-1.0
design,great,0.8
rifle,fully automatic,0.0
player,negate,-1.0
game,average,-0.15
game,enough,0.5
code,negative,-0.3
gun,mw2,0.0
screen,run,0.0
game,good,0.7
character,cool,0.35
campaign,cool,0.35
multiplayer,hardly worth,0.3
cement,equivalent,0.0
gam,same,0.0
jump,favourite,0.0
map,great,0.8
weapon,way less repetitive,-0.20833333333333331
map,too small,-0.25
majority,eastern,0.0
gun,good,0.7
multiplayer,scoop,0.0
system,red,0.0
levelling,slow,-0.30000000000000004
map,blind,-0.5
rank,hmm,0.0
sniper,dreadful,-1.0
rush,impossible,-0.6666666666666666
attachment,other,-0.125
server,wildly inconsistent,-1.0
game,only,0.0
game,negative,-0.3
round,hardcore,0.0
pc,multiple,0.0
review,single,-0.07142857142857142
return,subpar,0.0
sequel,terrific,0.5
gun,properly weighty,0.0
entry,cut,0.0
call,local,0.0
campaign,very intrigued,0.2
game,great,0.8
one,even more,0.5
game,old,0.1
game,good,0.7
campaign,most,0.5
op,pretty fun,0.275
multiplayer,constant,0.0
game,poor,-0.4
piece,long,-0.05
crashing,recent,0.0
fix,hot,0.25
reg,original,0.375
people,yearly,0.0
crown,good,0.7
campaign,excellent,1.0
impression,good,0.7
game,fun,0.3
grab,own,0.6
moment,gay,0.4166666666666667
mission,playable,0.0
memory,unforgettable,0.8
neck,fickle,-1.0
game,fairly strict,-1.0
hacking,terrible,-1.0
company,dumb,-0.375
play,smooth,0.4
spawn,absolutely horrendous,-1.0
campaign,great,0.8
game,unpolished,0.0
system,retarded,-0.8
play,worth,0.3
development,seriously pathetic,-1.0
cod,mad,-0.625
mechanic,actual,0.0
game,other,-0.125
player,solid,0.5
registration,other,-0.125
spawn,terribly abhorrent,-0.7
game,few,-0.2
game,same,0.0
chump,good,0.7
fact,annoying,-0.8
spawn,absolute,0.2
game,original,0.375
game,good,0.7
progression,good,0.7
spawn,terrible,-1.0
issue,mid,0.0
nasdlkvnaeuiwoprhnfg,real fun,0.44999999999999996
file,few,-0.2
ghost,nice,0.6
ghost,british,0.0
office,laos,0.0
game,hot,0.25
sniper,terrible,-1.0
game,very good,0.9099999999999999
game,very fun,0.39
war,key,0.0
game,significant,0.375
game,worth,0.3
thing,decent,0.16666666666666666
error,single,-0.07142857142857142
game,original,0.375
execution,awful,-1.0
story,far good,0.39999999999999997
grind,hard,-0.2916666666666667
game,extremely annoying,-0.8
battle,satisfied,0.5
play,extremely satisfying,0.5
war,battlefield,0.0
campaign,engage,0.0
playing,modern,0.2
system,new,0.13636363636363635
game,barely understandable,1.0
camp,main,0.16666666666666666
people,able,0.5
game,very fun,0.39
game,fun,0.3
okay,fundamental,0.0
feature,horribly buggy,-1.0
game,ready,0.2
teammate,negative,-0.3
game,great,0.8
offering,meh,0.0
enemy,front,0.0
map,open,0.0
shot,damn frustrating,-0.7
people,free,0.4
annoyance,big,0.0
price,ridiculous,-0.3333333333333333
gun,good,0.7
play,good,0.7
map,good,0.7
game,full,0.35
voice,very welcoming,0.2
one,bad,-0.6999999999999998
issue,previous,-0.16666666666666666
earn,hard,-0.2916666666666667
deus,good,0.7
game,jenkin,0.0
address,hard,-0.2916666666666667
game,worth,0.3
boy,more,0.5
campaign,same,0.0
series,so memorable,0.5
multiplayer,real,0.2
weapon,great,0.8
multiplayer,glad,0.5
mastery,terrible,-1.0
formula,extra,0.0
call,other,-0.125
call,modern,0.2
ambient,amazing,0.6000000000000001
point,tweak,0.0
play,great,0.8
campaign,awesome,1.0
game,future,0.0
thing,quite weak,-0.375
level,such,0.0
fact,discourage,-1.0
rank,stupid,-0.7999999999999999
story,due,-0.125
game,toxic,-1.0
game,trash,-1.0
player,pretty good,0.475
game,great,0.8
multiplayer,fun,0.3
game,full,0.35
crash,worth,0.3
consistency,especially rubbish,-1.0
campaign,lillian,0.0
percent,random,-0.5
campaign,bad,-0.6999999999999998
game,other,-0.125
spec,new,0.13636363636363635
call,black,-0.16666666666666666
game,unplayable,-0.4
complaint,other,-0.125
recoil,wrong,-0.5
mode,casual,-0.5000000000000001
return,new,0.13636363636363635
none,open,0.0
game,ready,0.2
warfare,great,0.8
warfare,new,0.13636363636363635
narrative,extremely hard,-0.2916666666666667
story,same,0.0
betrayal,most epic,0.3
battle,exceptionally direct,0.1
play,new,0.13636363636363635
game,single,-0.07142857142857142
campaign,very good,0.9099999999999999
deus,most,0.5
game,previous,-0.16666666666666666
server,cheat,-1.0
play,slow,-0.30000000000000004
map,much small,-0.25
spawn,unbalanced,0.0
game,casual,-0.5000000000000001
hacker,easy,0.43333333333333335
mission,adequate,0.3333333333333333
game,just absurd,-0.5
map,make,0.0
one,other,-0.125
tie,unrelated,0.0
writing,new,0.13636363636363635
assist,insane,-1.0
attachment,of annoying,-0.8
game,fun,0.3
lot,good,0.7
booty,lazy,-0.25
handful,good,0.7
cheater,most,0.5
title,triple,0.0
file,miss,-1.0
lot,same,0.0
campaign,great,0.8
game,unfinished,-1.0
game,just super buggy,-0.33333333333333337
multiplayer,very early,0.13
focus,royal,0.0
rest,neglect,-1.0
war,previous,-0.16666666666666666
fuck,wretched,-1.0
account,almost fun,0.3
gun,good,0.7
lot,even fun,0.3
head,modern,0.2
game,modern,0.2
game,more,0.5
system,less,-0.16666666666666666
ghost,different,0.0
voice,very fun,0.39
game,last,0.0
controller,mental,-0.1
game,least,-0.3
screen,most,0.5
one,fast,0.2
part,buggy,-1.0
custom,bad,-0.6999999999999998
campaign,awful,-1.0
game,great,0.8
people,amazing,0.6000000000000001
game,more,0.5
game,first,0.25
acting,average,-0.15
stealth,8ish,0.0
opinion,other,-0.125
scenario,short,0.0
leak,honest,0.6
movement,slow,-0.30000000000000004
match,underpowered,-1.0
game,fun,0.3
mode,normal,0.15
matching,clean,0.3666666666666667
spawn,hard,-0.2916666666666667
thing,serious,-0.3333333333333333
game,good,0.7
deus,good,0.7
cod,bad,-0.6999999999999998
buck,much,0.2
go,pure,0.21428571428571427
game,less,-0.16666666666666666
play,many,0.5
game,hard,-0.2916666666666667
optimization,just randomly,-0.5
man,upper,0.0
game,weary,-1.0
multiplayer,so nice,0.6
story,wrong,-0.5
hopping,great,0.8
location,more diverse,0.5
team,good,0.7
gun,accurate,0.4000000000000001
game,online,0.0
feature,early,0.1
deus,last,0.0
game,good,0.7
map,enough good,0.6
pile,next,0.0
gamer,gullible,-1.0
story,unfortunately short,0.0
performance,tactical,0.0
multiplayer,enjoyable,0.5
match,frustrating,-0.4
amount,sad,-0.5
attachment,able,0.5
game,main,0.16666666666666666
gunfight,present,0.0
feature,more,0.5
issue,big,0.0
driver,minimum,0.0
none,close,0.0
game,fine,0.4166666666666667
fun,new,0.13636363636363635
exploit,solid,0.5
campaign,good,0.7
title,so many,0.5
campaign,well,1.0
inaccuracy,frustrating,-0.4
name,utterly wrong,-0.5
epitome,same,0.0
movement,good,0.7
couple,bad,-0.6999999999999998
gunplay,good,0.7
experience,wildly different,0.0
game,steely,0.0
crash,unacceptable,-1.0
war,good,0.7
crash,validate,0.0
gunsmith,more advanced,0.45
car,constant,0.0
game,worth,0.3
campaign,bad,-0.6999999999999998
change,pretty good,0.475
optimization,straight,0.2
system,just didst,0.0
travesty,last,0.0
shit,flawless,1.0
story,solid,0.5
game,many,0.5
simulator,too loud,0.1
war,cold,-0.6
game,awesome,1.0
voice,very toxic,-1.0
play,fun,0.3
story,really enjoyable,0.5
gunplay,average,-0.15
game,great,0.8
campaign,textured,0.0
lot,sure,0.5
net,net,0.0
challenge,long,-0.05
gun,more cool,0.425
buddy,different,0.0
game,broken,-0.4
computer,blue,0.0
game,trendy,0.6
movement,smooth,0.4
camping,viable,0.0
game,ready,0.2
campaign,extremely overpowered,-0.125
multiplayer,fun,0.3
euro,decent,0.16666666666666666
game,fun,0.3
game,low,0.0
update,other,-0.125
multiplayer,classic,0.16666666666666666
part,bad,-0.6999999999999998
stuff,other,-0.125
bullet,projectile,0.0
game,just bad,-0.6999999999999998
shotgun,blank,0.0
player,good,0.7
player,mediocre,-0.5
kind,aim,0.0
player,average,-0.15
game,polish,0.0
player,clean,0.3666666666666667
ability,present,0.0
game,unbearable,-1.0
choice,official,0.0
update,first,0.25
dog,real,0.2
majority,also blacklist,0.0
game,terrible,-1.0
voice,warm,0.6
call,modern,0.2
menu,anti,0.0
gold,ever first,0.25
company,toxic,-1.0
player,highest skilled,0.5
streamer,big,0.0
player,other,-0.125
nostalgia,priceless,1.0
campaign,so satisfying,0.5
op,float,0.0
game,worth,0.3
restart,late,-0.3
restart,least,-0.3
restart,nice,0.6
restart,late,-0.3
restart,least,-0.3
invasion,great,0.8
game,more,0.5
campaign,super fun,0.31666666666666665
computer,graphic,0.0
game,last,0.0
people,much,0.2
game,favourite,0.0
wall,much,0.2
game,other,-0.125
game,next,0.0
invasion,fun,0.3
cameras,digital,0.0
cheat,anti,0.0
price,ridiculous,-0.3333333333333333
writer,way bad,-0.6999999999999998
mw19s,good,0.7
enemy,overall,0.0
game,previous,-0.16666666666666666
game,tactical,0.0
progression,boring,-1.0
content,new,0.13636363636363635
dog,worth,0.3
day,old,0.1
multiplayer,more,0.5
enemy,somewhat bad,-0.6999999999999998
war,much well,1.0
lot,single,-0.07142857142857142
try,wrong,-0.5
mode,traditional,0.0
battlefield,next,0.0
cod,extra,0.0
play,fast,0.2
campaign,good,0.7
pool,fairly weak,-0.375
mission,first,0.25
scene,amazing,0.6000000000000001
game,fresh,0.3
grind,fun,0.3
system,bad,-0.6999999999999998
game,actual,0.0
shooter,good,0.7
back,bible,0.0
crash,exact,0.25
interface,pitifully responsive,1.0
kind,sell,0.0
maker,quick,0.3333333333333333
team,single,-0.07142857142857142
detection,bad,-0.6999999999999998
gun,most broken,0.04999999999999999
shot,generous,1.0
olympia,most consistent,0.375
gun,third,0.0
game,open,0.0
launch,new,0.13636363636363635
game,complete,0.1
issue,just few,-0.2
achievement,almost impossible,-0.6666666666666666
game,true,0.35
run,prone,0.0
mind,own,0.6
opponent,exact,0.25
gun,so much,0.2
end,hopelessly distant,-0.1
dollar,spiritual,0.5
matchmaking,handed,0.0
game,new,0.13636363636363635
button,fucking,-0.6
menu,main,0.16666666666666666
game,great,0.8
audio,most,0.5
system,most glaring,0.5
quality,worth,0.3
play,other,-0.125
majority,initial,0.0
game,worth,0.3
game,other,-0.125
game,less,-0.16666666666666666
game,hit,0.0
shit,all mighty,0.4
fps,first,0.25
gin,mighty,0.4
game,addictive,0.0
people,too breathe,0.0
system,perk,0.0
loop,endless,-0.125
crash,other,-0.125
game,fine,0.4166666666666667
hole,extra,0.0
game,baked,0.0
game,live,0.13636363636363635
game,full,0.35
campaign,bad,-0.6999999999999998
difficulty,hard,-0.2916666666666667
coop,fast,0.2
multiplayer,fun,0.3
map,old,0.1
multiplayer,random,-0.5
game,unnecessary,-0.4
cease,good,0.7
circumstance,certain,0.21428571428571427
system,flawed,-0.5
letter,wrong,-0.5
rifle,other,-0.125
company,modern,0.2
system,terrible,-1.0
vision,disconnected,0.0
coder,cheap,0.4
game,last,0.0
attraction,worth,0.3
campaign,at least,-0.3
title,insane,-1.0
game,different,0.0
person,dead,-0.2
game,literally unplayable,-0.4
damage,little,-0.1875
game,far excited,0.2375
game,unable,-0.5
map,ammo,0.0
pacing,first,0.25
campaign,amazing,0.6000000000000001
game,really fun,0.3
cod,right,0.2857142857142857
game,fun,0.3
multiplayer,average,-0.15
removal,great,0.8
game,bad,-0.6999999999999998
game,absolute,0.2
confusingunintuitiveunlock,fun,0.3
game,unplayable,-0.4
campaign,good,0.7
one,healthy,0.5
time,insane,-1.0
cod,sad,-0.5
character,too small,-0.25
hell,little,-0.1875
attachment,slow,-0.30000000000000004
list,online,0.0
lobby,awful,-1.0
reason,false,-0.4000000000000001
fight,aggressive,-1.0
flow,terrible,-1.0
balancing,even large,0.21428571428571427
leg,completely useless,-0.5
slide,useless,-0.5
game,sure,0.5
war,heavy,-0.2
gunfight,so inconsistent,-1.0
game,unplayable,-0.4
game,big,0.0
game,unstable,-1.0
game,few,-0.2
pc,miss,-1.0
gold,ill,-0.5
monie,worth,0.3
experience,other,-0.125
thing,more,0.5
case,legal,0.2
gun,good,0.7
cod,esp,0.0
people,funny,0.25
issue,insane,-1.0
game,main,0.16666666666666666
game,cool,0.35
game,great,0.8
game,unplayable,-0.4
assist,unbelievable,-0.25
support,half baked,-0.16666666666666666
campaign,horrible,-1.0
ghost,enough good,0.6
game,incomplete,-1.0
site,minimal,-0.1
play,current,0.0
design,present,0.0
crash,great,0.8
game,unplayable,-0.4
game,whole,0.2
spawn,safe,0.5
balance,atrocious,-0.7
gunfire,vertical,0.0
gunplay,nice,0.6
game,big,0.0
work,40ms,0.0
warfare,modern,0.2
body,3rd,0.0
system,terrible,-1.0
camping,more accessible,0.4375
campaign,alright,0.0
modernity,old,0.1
joke,dead,-0.2
game,really fun,0.3
one,good,0.7
issue,maybe ill,-0.5
title,black,-0.16666666666666666
lot,graphical,0.0
warfare,breathtaking,1.0
story,whole,0.2
play,truly amazing,0.6000000000000001
character,great,0.8
environment,really good,0.7
game,really addictive,0.0
multiplayer,joyful,1.0
game,good,0.7
player,random,-0.5
game,horrible,-1.0
user,terminal,0.0
game,just drain,0.0
one,straight,0.2
campaign,worth,0.3
cod,even funny,0.25
cod,same,0.0
weapon,bad,-0.6999999999999998
magazine,suddenly crouch,0.0
quality,graphic,0.0
character,more,0.5
character,strafe,0.0
thing,physic,0.0
i,bad,-0.6999999999999998
game,rather easy,0.43333333333333335
game,terminal,0.0
map,other,-0.125
map,more tactical,0.5
sag,giant,0.0
ping,absolute,0.2
team,random,-0.5
operator,super saggy,0.3333333333333333
usage,really choppy,-0.2
game,extra,0.0
thing,multiple,0.0
match,sick,-0.7142857142857143
campaign,good,0.7
campaign,fun,0.3
cod,fucking,-0.6
cod,bad,-0.6999999999999998
campaign,long,-0.05
multiplayer,bad,-0.6999999999999998
community,more patient,0.75
thing,perfect,1.0
game,huge,0.4000000000000001
game,amazing,0.6000000000000001
cod,new,0.13636363636363635
bag,fucking,-0.6
game,good,0.7
map,bad,-0.6999999999999998
game,worth,0.3
crash,positive,0.22727272727272727
game,high,0.16
play,positive,0.22727272727272727
hike,shitty,0.0
game,good,0.7
ban,very annoying,-1.0
campaign,fun,0.3
people,easy,0.43333333333333335
game,previous,-0.16666666666666666
campaign,outstanding,0.5
story,great,0.8
scene,honestly incredible,0.9
spawn,absolutely atrocious,-0.7
vision,last,0.0
gunplay,crisp,0.25
blender,real,0.2
system,bad,-0.6999999999999998
game,especially small,-0.5
hardcore,other,-0.125
selection,least,-0.3
game,astonishing,0.5
war,enough,0.5
season,new,0.13636363636363635
crash,full,0.35
bug,like,1.0
movement,slow,-0.30000000000000004
uninstall,surprised,0.1
game,bad,-0.6999999999999998
shotgun,atrocious,-0.7
game,other,-0.125
game,so fun,0.3
game,pretty smooth,0.325
ghost,full,0.35
level,hard,-0.2916666666666667
game,less functional,-0.16666666666666666
deus,silent,0.5
game,too high,0.16
system,new,0.13636363636363635
thing,short,0.0
resort,same,0.0
ball,right,0.2857142857142857
camper,bad,-0.6999999999999998
cod,old,0.1
